"order_number"	"l1"	"l2"	"l3"	"sku"	"brand"
"727254"	"Safety"	"Disposable and Chemical Resistant Clothing"	"Chemical Resistant and Disposable Hoods"	"229314"	"934"
"98851"	"Power Transmission"	"Power Transmission Belts"	"V-Belts"	"311257"	"1068"
"434464"	"Safety"	"Respiratory"	"PAPR and Supplied Air Hoods and Helmets"	"300091"	"645"
"775895"	"Hand Tools"	"Wrenches"	"Hex and Torx Key Sets"	"282813"	"1346"
"269849"	"Safety"	"Workwear"	"Traffic Safety Vests"	"75859"	"1410"
"796838"	"Cleaning"	"Cleaning Chemicals"	"Degreasers"	"74491"	"3835"
"754016"	"Furniture, Hospitality and Food Service"	"Food Service Disposables and Dispensers"	"Disposable Cutlery"	"322137"	"3887"
"820336"	"Hand Tools"	"Drywall and Plastering Tools"	"Putty/Joint Knives, Spatulas, Scrapers"	"119647"	"4474"
"68079"	"Safety"	"Spill Control Supplies"	"Spill Skids and Pallets"	"181495"	"1284"
"259821"	"Fleet and Vehicle Maintenance"	"Automotive Mechanical"	"Engine Specialty Tools"	"51378"	"4692"
"428263"	"Safety"	"Eye Protection and Accessories"	"Lens Cleaning Stations"	"195572"	"171"
"306879"	"Hand Tools"	"Cutting Tools"	"Metal Cutting Snips"	"222440"	"4015"
"452946"	"Fasteners"	"Screws"	"Sheet Metal Screws"	"42594"	"1793"
"448003"	"HVAC and Refrigeration"	"Cooling Fans and Air Circulators"	"Floor and Table Fans"	"240766"	"124"
"825790"	"Safety"	"Fall Protection"	"Carabiners"	"11734"	"3172"
"295823"	"Power Tools"	"Fastening Tools and Accessories"	"Nutsetters"	"291764"	"269"
"704968"	"HVAC and Refrigeration"	"Electric Heaters and Accessories"	"Electric Wall Mount Heaters"	"276735"	"608"
"387456"	"Safety"	"Respiratory"	"Disposable Respirators"	"27611"	"1989"
"173142"	"Abrasives"	"Sanding Discs and Kits"	"Quick Change Discs"	"269937"	"3708"
"583646"	"Adhesives, Sealants and Tape"	"Glues and Cements"	"Glues"	"276180"	"1054"
"1229359"	"Electrical"	"Conduit"	"Conduit Outlet Bodies"	"239024"	"2328"
"501444"	"Cleaning"	"Cleaning Equipment and Vacuum Cleaners"	"Vacuum Cleaner Bags and Filters"	"259629"	"1068"
"420208"	"Pumps"	"Drum and Barrel Pumps"	"Hand Operated Drum Pumps"	"248195"	"1068"
"829793"	"Abrasives"	"Sanding Hand Pads and Sponges"	"Sanding Hand Pads"	"269923"	"3708"
"456277"	"Hand Tools"	"Screwdrivers and Nutdrivers"	"Screwdrivers"	"239309"	"2351"
"539809"	"Cleaning"	"Brooms, Brushes, and Dust Pans"	"Toilet Brushes and Holders"	"121896"	"4355"
"319708"	"Power Tools"	"Cordless Tools"	"Cordless Combination Kits"	"15440"	"2768"
"130368"	"Safety"	"Gloves and Hand Protection"	"Chemical Resistant Gloves"	"116526"	"2600"
"856154"	"Safety"	"Disposable and Chemical Resistant Clothing"	"Chemical Resistant and Disposable Coveralls"	"92604"	"1223"
"514098"	"Power Tools"	"Fastening Tools and Accessories"	"Screwdriver Bit Sets"	"220530"	"2768"
"121404"	"Hardware"	"Braces and Brackets"	"Braces and Reinforcement Hardware"	"55684"	"1793"
"176057"	"Test Instruments"	"Electrical Power Testing"	"Test Instrument Carrying Cases"	"100184"	"1596"
"739502"	"Power Transmission"	"Couplings, Collars, and Adapters"	"Shaft Collars"	"101132"	"3610"
"651449"	"Electronics, Appliances, and Batteries"	"Batteries"	"Standard Batteries"	"282473"	"1231"
"128305"	"Safety"	"Gloves and Hand Protection"	"Cut-Resistant Gloves"	"36473"	"258"
"641397"	"Paint, Equipment and Supplies"	"Brushes, Rollers, and Trays"	"Paint Roller Frames"	"51787"	"1793"
"477132"	"Electronics, Appliances, and Batteries"	"Communications"	"TV, Monitor, and Projector Mounts"	"174437"	"3142"
"470909"	"Pneumatics"	"Pneumatic Tools"	"Air Guns"	"125927"	"594"
"244354"	"Power Tools"	"Finishing Tools"	"Rotary Tool Accessories"	"202228"	"1194"
"584544"	"Plumbing"	"Tube Fittings"	"Push to Connect Tube Fittings"	"247626"	"3889"
"117169"	"Power Tools"	"Drilling Accessories"	"Hammer Drill Bits"	"259851"	"1113"
"439664"	"Material Handling"	"Protective Packaging and Accessories"	"Packing Peanuts"	"256539"	"1793"
"727254"	"Safety"	"Eye Protection and Accessories"	"Safety Glasses"	"243720"	"9"
"98851"	"Power Transmission"	"Sheaves and Pulleys"	"V-Belt Pulleys"	"291948"	"4209"
"434464"	"Safety"	"Disposable and Chemical Resistant Clothing"	"Chemical Resistant and Disposable Coveralls"	"279342"	"1223"
"775895"	"Hand Tools"	"Inspection and Retrieving Tools"	"Hooks and Picks"	"83901"	"4452"
"269849"	"Safety"	"Workwear"	"Traffic Safety Vests"	"75861"	"1410"
"796838"	"Cleaning"	"Trash Bags and Liners"	"Recycled Trash Bags and Liners"	"57592"	"34"
"754016"	"Hand Tools"	"Cutting Tools"	"Safety Utility Knives"	"81277"	"4692"
"820336"	"Safety"	"Gloves and Hand Protection"	"Cut-Resistant Gloves"	"119065"	"258"
"419174"	"Hand Tools"	"Wrenches"	"Hex/Torx Keys"	"36680"	"3356"
"388761"	"Electrical"	"Ground Fault Protection"	"GFCI Receptacles"	"177221"	"2034"
"428263"	"Adhesives, Sealants and Tape"	"Tapes"	"Duct and Cloth Tapes"	"309746"	"2876"
"306879"	"Hand Tools"	"Pliers"	"Long Nose and Needle Nose Pliers"	"197349"	"3356"
"726363"	"Raw Materials"	"Carbon Steel"	"Music Wire"	"191995"	"3296"
"448003"	"Electronics, Appliances, and Batteries"	"Batteries"	"Standard Batteries"	"282471"	"1231"
"825790"	"Safety"	"Fall Protection"	"Carabiners"	"331856"	"3172"
"295823"	"Safety"	"Rainwear"	"Rain Jackets and Coats"	"36169"	"934"
"805387"	"Plumbing"	"Pipe and Tubing"	"Polyurethane Tubing"	"46314"	"1793"
"390699"	"Cleaning"	"Paper Products and Dispensers"	"Toilet Seat Covers"	"123562"	"4355"
"802775"	"Abrasives"	"Polishing"	"Flexible Cylinder Hones"	"129673"	"1559"
"235604"	"Hand Tools"	"Sockets and Bits"	"Sockets"	"284870"	"4692"
"851473"	"Power Transmission"	"Bearings"	"Pillow Block Bearings"	"289962"	"2982"
"337855"	"Hand Tools"	"Cutting Tools"	"Bolt Cutters"	"3246"	"2365"
"420208"	"Cleaning"	"Cleaning Equipment and Vacuum Cleaners"	"Vacuum Cleaner Bags and Filters"	"124823"	"1068"
"829793"	"Safety"	"Signs"	"Office and Facility Signs"	"325828"	"50"
"456277"	"Hand Tools"	"Screwdrivers and Nutdrivers"	"Screwdrivers"	"239309"	"2351"
"539809"	"Cleaning"	"Trash Bags and Liners"	"Trash Bags"	"251392"	"4355"
"319708"	"Material Handling"	"Ladders, Platforms and Scaffolding"	"Stepladders"	"168236"	"2521"
"130368"	"Safety"	"Gloves and Hand Protection"	"Coated Gloves"	"287483"	"934"
"689195"	"Material Handling"	"Pallet Jacks and Accessories"	"Pallet Jacks"	"128354"	"1068"
"514098"	"Power Tools"	"Fastening Tools and Accessories"	"Screwdriver Bit Sets"	"5315"	"1815"
"121404"	"Hardware"	"Braces and Brackets"	"Braces and Reinforcement Hardware"	"55684"	"1793"
"117938"	"HVAC and Refrigeration"	"Replacement Parts"	"Parts"	"92968"	"608"
"739502"	"Fleet and Vehicle Maintenance"	"Tire and Wheel"	"Tire Chucks and Inflators"	"110833"	"4692"
"651449"	"Electronics, Appliances, and Batteries"	"Batteries"	"Standard Batteries"	"74151"	"1231"
"128305"	"Fleet and Vehicle Maintenance"	"Automotive Mechanical"	"Automotive Sealant"	"277326"	"2266"
"641397"	"Lighting"	"Lamps"	"HID Lamps and Bulbs"	"123161"	"1694"
"754011"	"HVAC and Refrigeration"	"A/C Refrigeration and Accessories"	"A/C Refrigeration Accessories"	"37288"	"1151"
"751187"	"Material Handling"	"Workbenches and Accessories"	"Workbench Accessories"	"294416"	"1793"
"244354"	"Hand Tools"	"Sockets and Bits"	"Socket Adapters"	"112755"	"1113"
"584544"	"Plumbing"	"Tube Fittings"	"Push to Connect Tube Fittings"	"247626"	"3889"
"117169"	"Cleaning"	"Cleaning Equipment and Vacuum Cleaners"	"Vacuum Cleaner Bags and Filters"	"207690"	"1793"
"517751"	"Hand Tools"	"Cutting Tools"	"Safety Utility Knives"	"254630"	"3089"
"392783"	"Fleet and Vehicle Maintenance"	"Automotive Lifting Tools"	"Bottle Jacks"	"205330"	"4692"
"98851"	"Power Transmission"	"Power Transmission Belts"	"V-Belts"	"299431"	"1068"
"434464"	"Safety"	"Disposable and Chemical Resistant Clothing"	"Chemical Resistant and Disposable Aprons"	"86169"	"1223"
"775895"	"Cleaning"	"Rags and Wipes"	"Dust and Microfiber Cloths"	"178956"	"735"
"269849"	"Safety"	"Workwear"	"Traffic Safety Vests"	"75858"	"1410"
"351534"	"Lubrication"	"Lubricants and Penetrants"	"Multipurpose Lubricant"	"63549"	"4655"
"754016"	"Furniture, Hospitality and Food Service"	"Food Service Disposables and Dispensers"	"Disposable Cups"	"173754"	"1152"
"820336"	"Safety"	"Workwear"	"Cut-Resistant Sleeves"	"182627"	"1989"
"420228"	"Electronics, Appliances, and Batteries"	"Batteries"	"Standard Batteries"	"174075"	"1383"
"536927"	"Office Supplies"	"Office Paper and Notebooks"	"Copier Paper"	"167453"	"1726"
"428263"	"Hand Tools"	"Hand Saws and Sawhorses"	"Hand Saws"	"288500"	"4015"
"430133"	"Lighting"	"Ballasts"	"Electronic Ballasts"	"54439"	"3183"
"323343"	"Cleaning"	"Cleaning Equipment and Vacuum Cleaners"	"Vacuum Cleaner Bags and Filters"	"242296"	"1113"
"406696"	"Test Instruments"	"Nonelectrical Properties Testing"	"Tachometers"	"292623"	"1793"
"825790"	"Safety"	"Fall Protection"	"Carabiners"	"230284"	"1496"
"295823"	"Abrasives"	"Cut-Off and Grinding Wheels"	"Depressed Center Wheels"	"29551"	"4482"
"805387"	"Hand Tools"	"Wrenches"	"Adjustable Wrenches"	"197446"	"3356"
"390699"	"Cleaning"	"Odor Control"	"Urinal Cakes, Screens & Rim Hangers"	"129461"	"4355"
"802775"	"Hand Tools"	"Files"	"Hand Files and Rasps"	"193957"	"2928"
"235604"	"Test Instruments"	"Electrical Power Testing"	"Voltage Detectors"	"113076"	"1596"
"271927"	"Material Handling"	"Storage Bins and Containers"	"Stack and Nest Containers"	"121522"	"2805"
"180018"	"Power Tools"	"Finishing Tools"	"Oscillating Tool Accessories"	"96661"	"1113"
"420208"	"Cleaning"	"Cleaning Equipment and Vacuum Cleaners"	"Shop Vacuum Cleaners"	"232317"	"1068"
"829793"	"Adhesives, Sealants and Tape"	"Thread and Gasket Sealants"	"Threadlockers"	"279591"	"2515"
"689583"	"Cleaning"	"Rags and Wipes"	"Disposable Towels and Wipes"	"123872"	"4771"
"790734"	"Lighting"	"Outdoor LED Light Fixtures"	"LED Outdoor Light Fixture Accessories"	"231402"	"998"
"393557"	"Electrical"	"Fuses"	"Class T Fuses"	"306030"	"1303"
"130368"	"Cleaning"	"Paper Products and Dispensers"	"Toilet Paper"	"251624"	"1726"
"422457"	"Safety"	"Eye Protection and Accessories"	"Reader Eyewear"	"284530"	"576"
"131669"	"Outdoor Equipment"	"Hoses and Sprinkler Systems"	"Water Supply Nozzles"	"114596"	"4692"
"835686"	"Adhesives, Sealants and Tape"	"Glues and Cements"	"Glues"	"55811"	"3015"
"868131"	"Fasteners"	"Screws"	"Hex Head Cap Screws"	"82515"	"1793"
"739502"	"Electronics, Appliances, and Batteries"	"Batteries"	"Standard Batteries"	"282471"	"1231"
"248553"	"Test Instruments"	"Temperature and Humidity Measuring"	"Thermocouple Thermometers"	"268554"	"1596"
"128305"	"Material Handling"	"Ropes and Rope Supply"	"Ropes"	"10212"	"1793"
"641397"	"Electrical"	"Wire Connectors"	"Ring Terminals"	"176229"	"3105"
"800377"	"Outdoor Equipment"	"Sprayers and Spreaders"	"Compressed Air Sprayers"	"184588"	"793"
"575040"	"Lighting"	"Flashlights"	"Headlamps"	"210480"	"1383"
"244354"	"Hand Tools"	"Sockets and Bits"	"Socket Bits"	"273657"	"3356"
"584544"	"Lab Supplies"	"Lab Instruments"	"Pipettes"	"70737"	"2400"
"117169"	"Power Tools"	"Drilling Accessories"	"Hammer Drill Bits"	"259824"	"1113"
"515321"	"Lighting"	"Indoor Fixtures"	"Acrylic Panels"	"263816"	"3239"
"430936"	"Hardware"	"Door Locks and Deadbolts"	"Door Lever Locksets"	"95917"	"3698"
"98851"	"Fasteners"	"Washers"	"Flat Washers"	"38868"	"1793"
"434464"	"Safety"	"Respiratory"	"Disposable Respirators"	"191423"	"9"
"499430"	"Material Handling"	"Strapping and Strapping Equipment"	"Baling Wire and Lockwire"	"68232"	"1793"
"633060"	"Safety"	"Face Protection"	"Faceshield Replacement Visors"	"257106"	"3757"
"676450"	"HVAC and Refrigeration"	"Replacement Parts"	"Parts"	"128186"	"1068"
"754016"	"Safety"	"Gloves and Hand Protection"	"Coated Gloves"	"125529"	"2959"
"820336"	"Safety"	"Workwear"	"Cut-Resistant Sleeves"	"182627"	"1989"
"412760"	"Pumps"	"Sump, Effluent and Sewage Pumps"	"Submersible Sump Pumps"	"204949"	"1068"
"536927"	"Office Supplies"	"Office Paper and Notebooks"	"Copier Paper"	"167455"	"1726"
"428263"	"Safety"	"Gloves and Hand Protection"	"Coated Gloves"	"119014"	"258"
"430133"	"Lighting"	"Lamps"	"Linear Fluorescent Lamps"	"257442"	"1694"
"323343"	"Power Tools"	"Power Saws and Accessories"	"Jig Saw Blades"	"35502"	"1113"
"194114"	"Electrical"	"Wire Connectors"	"Wire Disconnects"	"2396"	"4212"
"825790"	"Safety"	"Fall Protection"	"Carabiners"	"11739"	"3172"
"295823"	"Hand Tools"	"Cutting Tools"	"Safety Utility Knives"	"157057"	"2627"
"805387"	"Power Transmission"	"Sprockets"	"Sprockets"	"311438"	"4419"
"390699"	"Cleaning"	"Paper Products and Dispensers"	"Toilet Seat Cover Dispensers"	"34207"	"4355"
"335771"	"Office Supplies"	"Clips, Push Pins, and Rubber Bands"	"Binder Clips"	"125203"	"1793"
"235604"	"Power Tools"	"Fastening Tools and Accessories"	"Screwdriver Bit Sets"	"25973"	"2768"
"271927"	"Material Handling"	"Storage Bins and Containers"	"Stack and Nest Containers"	"121523"	"2805"
"180018"	"Cleaning"	"Rags and Wipes"	"Cleaning Rags"	"284264"	"34"
"420208"	"Pumps"	"Drum and Barrel Pumps"	"Hand Operated Drum Pumps"	"181555"	"1068"
"829793"	"Safety"	"Signs"	"Office and Facility Signs"	"331580"	"50"
"472137"	"Cleaning"	"Wet Mops, Squeegees, and Buckets"	"Wet Mops"	"283636"	"3606"
"312796"	"Lighting"	"Lamps"	"Compact Fluorescent Lamps (CFL)"	"199282"	"2538"
"767271"	"Pneumatics"	"Replacement Parts"	"Parts"	"145748"	"1683"
"130368"	"Hand Tools"	"Cutting Tools"	"Snap-Off Utility Knives"	"31281"	"4692"
"422457"	"Safety"	"Eye Protection and Accessories"	"Reader Eyewear"	"261315"	"4505"
"131669"	"Safety"	"Traffic Safety"	"Dome Safety and Security Mirrors"	"193923"	"3749"
"835686"	"Power Tools"	"Cordless Tools"	"Cordless Screwdrivers"	"303671"	"1113"
"836764"	"Abrasives"	"Cut-Off and Grinding Wheels"	"Depressed Center Wheels"	"240328"	"2966"
"739502"	"Safety"	"Eye Protection and Accessories"	"Safety Glasses"	"195652"	"2187"
"612333"	"Electrical"	"Starters and Contactors"	"Definite Purpose Magnetic Contactors"	"281260"	"3994"
"128305"	"Furniture, Hospitality and Food Service"	"Food Service Disposables and Dispensers"	"Disposable Cutlery"	"38999"	"1152"
"641397"	"Electrical"	"Wire Connectors"	"Ring Terminals"	"198571"	"9"
"74915"	"Fleet and Vehicle Maintenance"	"Automotive Lifting/Garage Equipment"	"Parts Washer Cleaners and Solvents"	"119249"	"1799"
"575040"	"Lighting"	"Flashlights"	"Keychain and Mini Flashlights"	"137012"	"1836"
"244354"	"Hand Tools"	"Sockets and Bits"	"Socket Bits"	"273658"	"3356"
"567976"	"Electrical"	"Timers"	"Spring Wound Timers"	"168980"	"2136"
"117169"	"Power Tools"	"Drilling Accessories"	"Hammer Drill Bits"	"259842"	"1113"
"214976"	"Power Transmission"	"Sheaves and Pulleys"	"V-Belt Pulleys"	"292062"	"4209"
"496355"	"Lubrication"	"Oils"	"Hydraulic Oils"	"245588"	"2795"
"98851"	"Power Transmission"	"Sheaves and Pulleys"	"V-Belt Pulleys"	"289042"	"4209"
"638343"	"Machining"	"Machining Supplies"	"Screw/Bolt Extractor Sets"	"293852"	"2156"
"499430"	"Material Handling"	"Casters and Wheels"	"Plate Casters"	"145365"	"1793"
"633060"	"Machining"	"Machining Supplies"	"Shim Stock"	"191970"	"3296"
"676450"	"Electrical"	"Switches"	"Proximity Sensors and Switches"	"143658"	"351"
"754016"	"Furniture, Hospitality and Food Service"	"Food Service Disposables and Dispensers"	"Disposable Plates"	"173750"	"1152"
"798377"	"Hand Tools"	"Staplers, Tackers, and Accessories"	"Staples and Brad Nails"	"197766"	"304"
"412760"	"Pumps"	"Sump, Effluent and Sewage Pumps"	"Submersible Sump Pumps"	"204949"	"1068"
"301929"	"Electrical"	"Extension Cords and Outlet Strips"	"Cord Adapters"	"247066"	"3271"
"428263"	"Safety"	"Gloves and Hand Protection"	"Coated Gloves"	"119013"	"258"
"411769"	"Adhesives, Sealants and Tape"	"Tapes"	"Double-Sided Tapes"	"17755"	"9"
"323343"	"Power Tools"	"Power Saws and Accessories"	"Jig Saw Blades"	"112768"	"1113"
"194114"	"Electrical"	"Wire Connectors"	"Wire Disconnects"	"2394"	"4212"
"825790"	"Electrical"	"Wire and Cable"	"Portable Cord"	"250712"	"1793"
"295823"	"Hand Tools"	"Drywall and Plastering Tools"	"Putty/Joint Knives, Spatulas, Scrapers"	"170983"	"2055"
"805387"	"HVAC and Refrigeration"	"Air Conditioners and Accessories"	"Manifold Gauge Sets"	"257033"	"1068"
"97874"	"Test Instruments"	"Electrical Power Testing"	"Test Leads"	"49918"	"3241"
"335771"	"Electrical"	"Fuses"	"Class RK5 Fuses"	"268737"	"2715"
"235604"	"Pumps"	"Replacement Parts"	"Parts"	"81791"	"1068"
"812017"	"Safety"	"Gas Detection"	"Sample Draw Pumps"	"234606"	"2847"
"180018"	"Electronics, Appliances, and Batteries"	"Batteries"	"Standard Batteries"	"77184"	"1383"
"420208"	"Cleaning"	"Cleaning Equipment and Vacuum Cleaners"	"Vacuum Cleaner Bags and Filters"	"259629"	"1068"
"221861"	"Lighting"	"Flashlights"	"Flashlight Replacement Bulbs"	"288114"	"2938"
"153503"	"Plumbing"	"Replacement Parts"	"Parts"	"245728"	"3874"
"312796"	"Lighting"	"Lamps"	"U-Shaped Fluorescent Lamps"	"286098"	"2538"
"298310"	"Cleaning"	"Rags and Wipes"	"Disposable Towels and Wipes"	"126744"	"3715"
"130368"	"Hand Tools"	"Cutting Tools"	"Utility Knife Blades"	"239288"	"4015"
"422457"	"Safety"	"Eye Protection and Accessories"	"Reader Eyewear"	"201180"	"1364"
"249951"	"Motors"	"General Purpose AC Motors"	"General Purpose AC Motors"	"116414"	"1068"
"835686"	"Electrical"	"Switches"	"Toggle Switches"	"125918"	"723"
"522298"	"Abrasives"	"Abrasive Brushes and Wheel Kits"	"Spiral and Tube Brushes"	"224723"	"4692"
"491417"	"Adhesives, Sealants and Tape"	"Tapes"	"Foam Tape"	"216810"	"1632"
"854921"	"HVAC and Refrigeration"	"Replacement Parts"	"Parts"	"183831"	"2202"
"128305"	"Safety"	"Eye Protection and Accessories"	"Safety Glasses"	"68996"	"2187"
"641397"	"UNCATEGORIZED"	"UNCATEGORIZED"	"UNCATEGORIZED"	"214606"	"4662"
"512904"	"HVAC and Refrigeration"	"Air Conditioners and Accessories"	"Condensate Drain Pans"	"187858"	"1151"
"575040"	"Safety"	"Portable Coolers and Beverages"	"Coolers"	"207202"	"3145"
"244354"	"Power Tools"	"Fastening Tools and Accessories"	"Bit Holders"	"251858"	"1113"
"94774"	"Safety"	"Traffic Safety"	"Traffic Cones"	"306604"	"1793"
"675416"	"Plumbing"	"Tube Fittings"	"Copper Fittings"	"286529"	"2925"
"481311"	"Fasteners"	"Rivets"	"Rivet Tools"	"88664"	"4015"
"311907"	"Hardware"	"Door Hardware"	"Door Sweeps"	"184410"	"3146"
"98851"	"Power Transmission"	"Power Transmission Belts"	"V-Belts"	"252189"	"1068"
"199864"	"Cleaning"	"Cleaning Chemicals"	"Drain Cleaners and Maintainers"	"63059"	"1193"
"234079"	"HVAC and Refrigeration"	"Air Filters"	"Panel Holding Clips"	"276387"	"123"
"177809"	"Plumbing"	"Pressure and Temperature Control Valves"	"Pressure Regulators"	"227052"	"4649"
"106957"	"Motors"	"General Purpose AC Motors"	"General Purpose AC Motors"	"116418"	"1068"
"844081"	"Hardware"	"Wall and Hand Rail Hardware"	"Wall Corner Guards"	"137275"	"424"
"798377"	"Hand Tools"	"Staplers, Tackers, and Accessories"	"Staplers and Tackers"	"197762"	"304"
"395452"	"Electrical"	"Wire Management"	"Cable Ties"	"191016"	"4441"
"301929"	"Outdoor Equipment"	"Generators"	"Portable Generators"	"306324"	"1705"
"428263"	"Safety"	"Gloves and Hand Protection"	"Cut-Resistant Gloves"	"260002"	"3813"
"411769"	"Electrical"	"Wire Management"	"Cable Protectors"	"241015"	"3271"
"323343"	"Power Tools"	"Cordless Tools"	"Cordless Screwdrivers"	"89701"	"1113"
"803277"	"Office Supplies"	"Binders and Clipboards"	"Clipboards"	"203683"	"3688"
"825790"	"Security"	"Key Control & Identification"	"Key Rings"	"180342"	"4028"
"332627"	"Safety"	"Gloves and Hand Protection"	"Knit Gloves"	"280318"	"934"
"805387"	"Plumbing"	"Pipe and Tubing"	"Polyurethane Tubing"	"31506"	"1793"
"597330"	"Electrical"	"Wire Connectors"	"Twist On Wire Connectors"	"318511"	"628"
"676723"	"Safety"	"Emergency Eyewash and Shower Equipment"	"Emergency Eye Wash Stations"	"103983"	"4647"
"641083"	"Safety"	"Signs"	"Safety Signs"	"152131"	"934"
"532389"	"Hardware"	"O-Rings and O-Ring Kits"	"O-Rings"	"48474"	"1793"
"180018"	"Electronics, Appliances, and Batteries"	"Batteries"	"Standard Batteries"	"6272"	"1383"
"594759"	"Pneumatics"	"Air Compressors and Vacuum Pumps"	"Stationary Electric Air Compressors"	"240335"	"3966"
"221861"	"Cleaning"	"Personal Care Products"	"Feminine Hygiene Products"	"200149"	"2002"
"153503"	"Plumbing"	"Toilets/Urinals"	"Toilet Repair Parts"	"312780"	"451"
"447551"	"Safety"	"Fire Protection"	"Fire Extinguishers"	"205056"	"203"
"298310"	"Pneumatics"	"Pneumatic Tools"	"Air Hammers"	"128119"	"2117"
